experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path,transfer_clip_dir,photo_to_art_clip_dir,transfer_fid_baseline,transfer_delta_fid,transfer_delta_fid_ratio,photo_to_art_fid_baseline,photo_to_art_delta_fid,photo_to_art_delta_fid_ratio
Decoder_D6_god_combo,80,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0080\summary.json,2026/3/13 21:52,0.696327904,0.685183951,0.574404202,,,0.336666667,0.689154406,0.655935092,,,0.208333333,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0080\summary.json,,,,,,,,
decoder-H-MSCTM,40,Y:\experiments\decoder-H-MSCTM\full_eval\epoch_0040\summary.json,2026/3/12 3:21,0.696307991,0.696492398,0.567337212,,,0.356666667,0.695112256,0.662896389,,,0.266666667,Y:\experiments\decoder-H-MSCTM\full_eval\epoch_0040\summary.json,,,,,,,,
abl_no_id,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0060\summary.json,2026/3/17 2:00,0.695952979,0.722068572,0.532667731,324.3089567,510.1472537,0,0.68375863,0.708100449,324.3089567,510.1472537,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0060\summary.json,,,,,,,,
decoder-H-MSCTM,80,Y:\experiments\decoder-H-MSCTM\full_eval\epoch_0080\summary.json,2026/3/12 3:21,0.695811811,0.703244975,0.556484359,,,0.356666667,0.695652836,0.660373359,,,0.333333333,Y:\experiments\decoder-H-MSCTM\full_eval\epoch_0080\summary.json,,,,,,,,
tokenizer_distill_0120_uv_rerun-50000,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-50000\full_eval_tokenized\summary.json,2026/3/10 7:53,0.695647032,0.7584182,0.501369801,286.0563938,438.6744441,0.45,0.683911694,0.722371524,286.0563938,438.6744441,0.241666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-50000\full_eval_tokenized\summary.json,,,,,,,,
scan01_base,40,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040\summary.json,2026/3/15 18:23,0.695589689,0.706774784,0.555189697,,,0.478333333,0.691041118,0.681672536,,,0.433333333,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040\summary.json,,,,,,,,
scan05_gate_0p75,40,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040\summary.json,2026/3/15 23:10,0.695549694,0.705915343,0.556585723,,,0.458333333,0.690730985,0.67134508,,,0.491666667,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040\summary.json,,,,,,,,
decoder-E-extreme-brush,80,Y:\experiments\decoder-E-extreme-brush\full_eval\epoch_0080\summary.json,2026/3/12 3:19,0.695270858,0.70753636,0.546386933,,,0.41,0.687140151,0.677849064,,,0.375,Y:\experiments\decoder-E-extreme-brush\full_eval\epoch_0080\summary.json,,,,,,,,
Decoder_D2_color_1p5,60,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D2_color_1p5\full_eval\epoch_0060_tokenized\summary.json,2026/3/13 20:06,0.695108069,0.732972016,0.522135856,306.1591119,477.3284725,0.421666667,0.687860272,0.722693239,306.1591119,477.3284725,0.241666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D2_color_1p5\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
tokenizer_distill_0120_uv_rerun-2000,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-2000\full_eval_tokenized\summary.json,2026/3/10 2:28,0.694934488,0.760494102,0.499643768,286.6849343,439.9545896,0.45,0.683072118,0.722707214,286.6849343,439.9545896,0.241666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-2000\full_eval_tokenized\summary.json,,,,,,,,
Decoder_D5_rank_8,60,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D5_rank_8\full_eval\epoch_0060_tokenized\summary.json,2026/3/13 21:37,0.694598897,0.739516696,0.514101299,300.6109943,465.6562482,0.405,0.67756533,0.726243947,300.6109943,465.6562482,0.108333333,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D5_rank_8\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
abl_heavy_decoder,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0060_tokenized\summary.json,2026/3/17 14:33,0.694477496,0.721471537,0.539557826,311.8505231,493.443382,0.346666667,0.691711987,0.685427333,311.8505231,493.443382,0.366666667,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
micro02_macro_patch,80,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0080_tokenized\summary.json,2026/3/16 15:15,0.694429483,0.720085021,0.530513458,308.733014,483.1392613,0.393333333,0.688234949,0.696251769,308.733014,483.1392613,0.133333333,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan06_id_0p50,40,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040\summary.json,2026/3/16 4:04,0.694354142,0.711177246,0.55400317,,,0.446666667,0.689809485,0.675733035,,,0.45,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040\summary.json,,,,,,,,
exp3-hard-cdf,80,G:\GitHub\Latent_Style\Cycle-NCE\exp3-hard-cdf\full_eval\epoch_0080_tokenized\summary.json,2026/3/12 13:04,0.694244735,0.74124158,0.526485898,305.5857874,476.0580982,0.416666667,0.687359782,0.707758093,305.5857874,476.0580982,0.133333333,G:\GitHub\Latent_Style\Cycle-NCE\exp3-hard-cdf\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
exp_S2_color_blind,150,Y:\experiments\exp_S2_color_blind\full_eval\epoch_0150\summary.json,2026/3/12 3:25,0.694154203,0.71164538,0.549344972,,,0.411666667,0.696514943,0.654968327,,,0.391666667,Y:\experiments\exp_S2_color_blind\full_eval\epoch_0150\summary.json,,,,,,,,
decoder-B-hf-strict-id,80,Y:\experiments\decoder-B-hf-strict-id\full_eval\epoch_0080\summary.json,2026/3/12 3:17,0.693997952,0.721848789,0.533851015,,,0.353333333,0.684280689,0.68553422,,,0.291666667,Y:\experiments\decoder-B-hf-strict-id\full_eval\epoch_0080\summary.json,,,,,,,,
abl_no_skip_filter,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_skip_filter\full_eval\epoch_0060\summary.json,2026/3/17 0:23,0.693649811,0.722358571,0.530918345,313.0311617,491.1272971,0,0.682524304,0.702300688,313.0311617,491.1272971,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_skip_filter\full_eval\epoch_0060\summary.json,,,,,,,,
tokenizer_distill_0120_uv_rerun-400,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-400\full_eval_tokenized\summary.json,2026/3/10 2:09,0.693438205,0.760477059,0.497362149,285.5918232,436.4223243,0.415,0.682063438,0.725066902,285.5918232,436.4223243,0.166666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-400\full_eval_tokenized\summary.json,,,,,,,,
nce-gate_norm-swd_0.45-cl_0.01,80,G:\GitHub\Latent_Style\Cycle-NCE\nce-gate_norm-swd_0.45-cl_0.01\full_eval\epoch_0080\summary.json,2026/3/12 2:20,0.69337199,0.738479257,0.521664399,,,0.381666667,0.684829623,0.688243072,,,0.366666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-gate_norm-swd_0.45-cl_0.01\full_eval\epoch_0080\summary.json,,,,,,,,
decoder-E-extreme-brush,40,Y:\experiments\decoder-E-extreme-brush\full_eval\epoch_0040\summary.json,2026/3/12 3:18,0.69315054,0.724967056,0.533215117,,,0.386666667,0.681208732,0.696412019,,,0.283333333,Y:\experiments\decoder-E-extreme-brush\full_eval\epoch_0040\summary.json,,,,,,,,
nce-gate_norm-swd_0.45-cl_0.01,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-gate_norm-swd_0.45-cl_0.01\full_eval\epoch_0120\summary.json,2026/3/12 2:20,0.693026782,0.736405394,0.525481046,,,0.398333333,0.686056327,0.68350561,,,0.391666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-gate_norm-swd_0.45-cl_0.01\full_eval\epoch_0120\summary.json,,,,,,,,
micro03_gate75,80,G:\GitHub\Latent_Style\Cycle-NCE\micro03_gate75\full_eval\epoch_0080_tokenized\summary.json,2026/3/16 18:18,0.692817536,0.732722601,0.523654993,314.4341363,490.6922645,0.426666667,0.683672342,0.710442454,314.4341363,490.6922645,0.225,G:\GitHub\Latent_Style\Cycle-NCE\micro03_gate75\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
micro01_hf2_lr1,80,G:\GitHub\Latent_Style\Cycle-NCE\micro01_hf2_lr1\full_eval\epoch_0080_tokenized\summary.json,2026/3/16 14:12,0.692749588,0.734993661,0.521215402,310.6880292,483.9640733,0.44,0.681252644,0.71252976,310.6880292,483.9640733,0.208333333,G:\GitHub\Latent_Style\Cycle-NCE\micro01_hf2_lr1\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
decoder-D-160,80,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0080\summary.json,2026/3/12 21:40,0.692245831,0.697125227,0.563012977,,,0.32,0.689144353,0.665224171,,,0.191666667,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0080\summary.json,,,,,,,,
G1_High_HF_Test,80,Y:\experiments\final-ablation-aggregate\G1_High_HF_Test\full_eval\epoch_0080\summary.json,2026/3/8 10:20,0.69221992,0.739953363,0.507203589,300.105848,464.2092191,0,0.679002095,0.700171779,300.105848,464.2092191,0,Y:\experiments\final-ablation-aggregate\G1_High_HF_Test\full_eval\epoch_0080\summary.json,,,,,,,,
scan03_soft_hf,40,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040\summary.json,2026/3/15 19:35,0.692050068,0.717259279,0.545549167,,,0.441666667,0.684612446,0.680406988,,,0.416666667,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040\summary.json,,,,,,,,
scan02_low_lr,80,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080\summary.json,2026/3/15 19:09,0.69197003,0.710661667,0.55335404,,,0.43,0.69101555,0.663872065,,,0.433333333,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080\summary.json,,,,,,,,
Decoder_D4_gate_0p8,60,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D4_gate_0p8\full_eval\epoch_0060_tokenized\summary.json,2026/3/13 21:06,0.69196824,0.744899612,0.512501231,309.5952731,478.3938459,0.388333333,0.681819895,0.733279064,309.5952731,478.3938459,0.141666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D4_gate_0p8\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
abl_hard_sort,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0040\summary.json,2026/3/17 2:59,0.691862734,0.732467887,0.526445791,320.4444435,496.4130975,0,0.687083098,0.725897567,320.4444435,496.4130975,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0040\summary.json,,,,,,,,
G0-Base-Gain0.5,80,Y:\experiments\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,2026/3/12 3:07,0.691785492,0.728809501,0.536189386,,,0.336666667,0.677883199,0.68921677,,,0.241666667,Y:\experiments\G0-Base-Gain0.5\full_eval\epoch_0080\summary.json,,,,,,,,
Decoder_D3_hf_4p0,60,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0060\summary.json,2026/3/13 20:22,0.691740467,0.711457037,0.551672382,,,0.315,0.68934416,0.678488036,,,0.241666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0060\summary.json,,,,,,,,
micro05_id_anchor,80,G:\GitHub\Latent_Style\Cycle-NCE\micro05_id_anchor\full_eval\epoch_0080_tokenized\summary.json,2026/3/16 20:46,0.691577414,0.73665958,0.518142011,311.7928629,484.5530688,0.42,0.679854608,0.716252849,311.7928629,484.5530688,0.216666667,G:\GitHub\Latent_Style\Cycle-NCE\micro05_id_anchor\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
G0-Base-Gain0.5,40,Y:\experiments\G0-Base-Gain0.5\full_eval\epoch_0040\summary.json,2026/3/12 3:07,0.691538243,0.731446931,0.534377968,,,0.31,0.683028605,0.698814646,,,0.166666667,Y:\experiments\G0-Base-Gain0.5\full_eval\epoch_0040\summary.json,,,,,,,,
micro04_hf1p5_macro,80,G:\GitHub\Latent_Style\Cycle-NCE\micro04_hf1p5_macro\full_eval\epoch_0080_tokenized\summary.json,2026/3/16 19:32,0.691019062,0.730879976,0.520860381,310.4095311,482.634911,0.373333333,0.679993305,0.697323851,310.4095311,482.634911,0.133333333,G:\GitHub\Latent_Style\Cycle-NCE\micro04_hf1p5_macro\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
Decoder_D2_color_1p5,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D2_color_1p5\full_eval\epoch_0040_tokenized\summary.json,2026/3/13 19:52,0.690980028,0.733716432,0.520526407,304.6952839,476.8166733,0.365,0.681635872,0.723414322,304.6952839,476.8166733,0.283333333,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D2_color_1p5\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
exp2-large-patches,120,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0120_tokenized\summary.json,2026/3/12 12:23,0.690693996,0.663582178,0.578505519,328.1362578,531.4622724,0.455,0.683415176,0.625949009,328.1362578,531.4622724,0.241666667,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0120_tokenized\summary.json,,,,,,,,
tokenizer_distill_0120_uv_rerun-100,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-100\full_eval_tokenized\summary.json,2026/3/10 1:59,0.690648293,0.767413829,0.490824741,284.8666623,435.1179197,0.393333333,0.680461284,0.726024576,284.8666623,435.1179197,0.166666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun-100\full_eval_tokenized\summary.json,,,,,,,,
abl_no_tv,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_tv\full_eval\epoch_0060\summary.json,2026/3/17 8:11,0.689971925,0.73593339,0.51710249,315.5715429,491.2087406,0,0.681143906,0.723734245,315.5715429,491.2087406,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_tv\full_eval\epoch_0060\summary.json,,,,,,,,
exp2-large-patches,80,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0080_tokenized\summary.json,2026/3/12 12:04,0.689487976,0.678825085,0.564539576,326.9146634,528.92648,0.456666667,0.682477498,0.639158691,326.9146634,528.92648,0.291666667,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
Decoder_D6_god_combo,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0040\summary.json,2026/3/13 21:37,0.688948956,0.708143448,0.550934155,,,0.311666667,0.683841027,0.690328281,,,0.183333333,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D6_god_combo\full_eval\epoch_0040\summary.json,,,,,,,,
Decoder_D5_rank_8,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D5_rank_8\full_eval\epoch_0040_tokenized\summary.json,2026/3/13 21:22,0.688616234,0.74839073,0.503123521,300.6972031,466.1524402,0.393333333,0.675626973,0.737731898,300.6972031,466.1524402,0.208333333,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D5_rank_8\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
micro02_macro_patch,60,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0060_tokenized\summary.json,2026/3/16 14:59,0.68855641,0.712152913,0.53582941,307.9147166,483.7557329,0.355,0.685272979,0.689439346,307.9147166,483.7557329,0.15,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
G1_High_HF_Test,40,Y:\experiments\final-ablation-aggregate\G1_High_HF_Test\full_eval\epoch_0040\summary.json,2026/3/8 8:36,0.688407927,0.755282176,0.496007691,298.0105985,457.756686,0,0.671153791,0.726216922,298.0105985,457.756686,0,Y:\experiments\final-ablation-aggregate\G1_High_HF_Test\full_eval\epoch_0040\summary.json,,,,,,,,
abl_no_id,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0040\summary.json,2026/3/17 1:28,0.688350475,0.719575596,0.534775511,325.1552655,508.5174226,0,0.673657015,0.709242477,325.1552655,508.5174226,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0040\summary.json,,,,,,,,
abl_hard_sort,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0060\summary.json,2026/3/17 13:39,0.688215657,0.723221018,0.535350527,,,0.346666667,0.682029889,0.686554135,,,0.25,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0060\summary.json,,,,,,,,
tokenizer_distill_0120_uv_rerun,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun\full_eval_tokenized\summary-distilled.json,2026/3/10 1:36,0.688193681,0.768998576,0.487588983,287.5089311,437.8771724,0.36,0.678840024,0.727743259,287.5089311,437.8771724,0.125,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\tokenizer_distill_0120_uv_rerun\full_eval_tokenized\summary-distilled.json,,,,,,,,
decoder-B-hf-strict-id,40,Y:\experiments\decoder-B-hf-strict-id\full_eval\epoch_0040\summary.json,2026/3/12 3:17,0.688100118,0.737995049,0.515538682,,,0.37,0.682540822,0.696962897,,,0.308333333,Y:\experiments\decoder-B-hf-strict-id\full_eval\epoch_0040\summary.json,,,,,,,,
micro03_gate75,60,G:\GitHub\Latent_Style\Cycle-NCE\micro03_gate75\full_eval\epoch_0060_tokenized\summary.json,2026/3/16 18:01,0.688090206,0.744327979,0.513141259,307.1626286,474.6046399,0.398333333,0.677586861,0.721606163,307.1626286,474.6046399,0.166666667,G:\GitHub\Latent_Style\Cycle-NCE\micro03_gate75\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
Decoder_D4_gate_0p8,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D4_gate_0p8\full_eval\epoch_0040_tokenized\summary.json,2026/3/13 20:51,0.688019152,0.742052831,0.510931957,308.2489951,478.3661881,0.37,0.676493477,0.734463026,308.2489951,478.3661881,0.266666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D4_gate_0p8\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
abl_no_color,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0060\summary.json,2026/3/17 6:34,0.687917968,0.743668477,0.510817912,314.5251192,487.7656489,0,0.67847431,0.728865936,314.5251192,487.7656489,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0060\summary.json,,,,,,,,
decoder-D-160,40,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0040_tokenized\summary.json,2026/3/12 21:40,0.687380936,0.725886418,0.516646246,316.0943234,488.4494502,0.35,0.679488716,0.72210614,316.0943234,488.4494502,0.05,G:\GitHub\Latent_Style\Cycle-NCE\decoder-D-160\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
micro02_macro_patch,80,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0080\summary.json,2026/3/16 15:00,0.687207608,0.714175002,0.532012767,,,0.29,0.682923555,0.673026931,,,0.175,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0080\summary.json,,,,,,,,
micro01_hf2_lr1,60,G:\GitHub\Latent_Style\Cycle-NCE\micro01_hf2_lr1\full_eval\epoch_0060_tokenized\summary.json,2026/3/16 13:56,0.687125422,0.743840681,0.512127032,307.3852592,474.2661921,0.401666667,0.676065742,0.724017808,307.3852592,474.2661921,0.166666667,G:\GitHub\Latent_Style\Cycle-NCE\micro01_hf2_lr1\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
final_demodulation,80,Y:\experiments\final_demodulation\full_eval\epoch_0080\summary.json,2026/3/12 3:26,0.686627971,0.568346633,0.718410752,,,0.201666667,0.69206673,0.563365521,,,0.25,Y:\experiments\final_demodulation\full_eval\epoch_0080\summary.json,,,,,,,,
exp2-large-patches,120,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0120\summary.json,2026/3/12 12:05,0.686548644,0.666686682,0.577911836,,,0.375,0.683445745,0.615660027,,,0.366666667,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0120\summary.json,,,,,,,,
micro05_id_anchor,60,G:\GitHub\Latent_Style\Cycle-NCE\micro05_id_anchor\full_eval\epoch_0060_tokenized\summary.json,2026/3/16 20:27,0.686183802,0.747192643,0.5077358,305.7621781,469.6986088,0.413333333,0.672800393,0.727298145,305.7621781,469.6986088,0.191666667,G:\GitHub\Latent_Style\Cycle-NCE\micro05_id_anchor\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
G0_Balanced_Base,120,Y:\experiments\final-ablation-aggregate\G0_Balanced_Base\full_eval\epoch_0120\summary.json,2026/3/8 6:52,0.685916872,0.753771923,0.493931889,305.1408099,476.2242011,0,0.670461518,0.692388723,305.1408099,476.2242011,0,Y:\experiments\final-ablation-aggregate\G0_Balanced_Base\full_eval\epoch_0120\summary.json,,,,,,,,
Decoder_D3_hf_4p0,40,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0040\summary.json,2026/3/13 20:07,0.685897197,0.713242089,0.544055489,,,0.343333333,0.679708504,0.691487902,,,0.316666667,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D3_hf_4p0\full_eval\epoch_0040\summary.json,,,,,,,,
inject_I5_body_decoder,80,Y:\experiments\inject_I5_body_decoder\full_eval\epoch_0080\summary.json,2026/3/12 3:29,0.685748041,0.764076079,0.497376589,,,0.41,0.679500209,0.711035011,,,0.35,Y:\experiments\inject_I5_body_decoder\full_eval\epoch_0080\summary.json,,,,,,,,
G0_Balanced_Base,80,Y:\experiments\final-ablation-aggregate\G0_Balanced_Base\full_eval\epoch_0080\summary.json,2026/3/8 5:08,0.685590732,0.765995505,0.487775776,301.24767,467.3660904,0,0.670208049,0.707406788,301.24767,467.3660904,0,Y:\experiments\final-ablation-aggregate\G0_Balanced_Base\full_eval\epoch_0080\summary.json,,,,,,,,
inject_I5_body_decoder,40,Y:\experiments\inject_I5_body_decoder\full_eval\epoch_0040\summary.json,2026/3/12 3:29,0.68553756,0.7631134,0.50164987,,,0.375,0.675011633,0.708391953,,,0.333333333,Y:\experiments\inject_I5_body_decoder\full_eval\epoch_0040\summary.json,,,,,,,,
nce-swd_0.25-cl_0.01,120,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\full_eval\epoch_0120\summary.json,2026/3/12 2:22,0.685380978,0.755078732,0.502661254,,,0.38,0.677770434,0.705238932,,,0.316666667,G:\GitHub\Latent_Style\Cycle-NCE\nce-swd_0.25-cl_0.01\full_eval\epoch_0120\summary.json,,,,,,,,
micro02_macro_patch,40,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0040_tokenized\summary.json,2026/3/16 14:44,0.685153469,0.749519133,0.502036195,305.1559324,474.1619259,0.38,0.680342362,0.723163557,305.1559324,474.1619259,0.191666667,G:\GitHub\Latent_Style\Cycle-NCE\micro02_macro_patch\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
nstyle-proj,100,G:\GitHub\Latent_Style\Cycle-NCE\nstyle-proj\full_eval\epoch_0100\summary.json,2026/3/12 2:27,0.685095381,0.742592593,0.509654007,,,0.371666667,0.678946885,0.681396217,,,0.3,G:\GitHub\Latent_Style\Cycle-NCE\nstyle-proj\full_eval\epoch_0100\summary.json,,,,,,,,
ablate_A3_p5_id030_tv005,60,Y:\experiments\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,2026/3/12 3:09,0.685014058,0.747147873,0.510543904,,,0.38,0.677660992,0.691372584,,,0.3,Y:\experiments\ablate_A3_p5_id030_tv005\full_eval\epoch_0060\summary.json,,,,,,,,
Decoder_D5_rank_8,60,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D5_rank_8\full_eval\epoch_0060\summary.json,2026/3/13 21:22,0.684980084,0.735041511,0.521986669,,,0.336666667,0.675184079,0.708714796,,,0.25,G:\GitHub\Latent_Style\Cycle-NCE\Decoder_D5_rank_8\full_eval\epoch_0060\summary.json,,,,,,,,
inject_I2_hires_decoder_only,80,Y:\experiments\inject_I2_hires_decoder_only\full_eval\epoch_0080\summary.json,2026/3/12 3:28,0.684873593,0.762057736,0.499247461,,,0.413333333,0.67592764,0.706298438,,,0.316666667,Y:\experiments\inject_I2_hires_decoder_only\full_eval\epoch_0080\summary.json,,,,,,,,
inject_I3_progressive_1_05_01,80,Y:\experiments\inject_I3_progressive_1_05_01\full_eval\epoch_0080\summary.json,2026/3/12 3:28,0.684816861,0.765428997,0.495714301,,,0.396666667,0.678541204,0.711523057,,,0.325,Y:\experiments\inject_I3_progressive_1_05_01\full_eval\epoch_0080\summary.json,,,,,,,,
inject_I0_all_open,40,Y:\experiments\inject_I0_all_open\full_eval\epoch_0040\summary.json,2026/3/12 3:26,0.684761529,0.764518557,0.501431744,,,0.34,0.676911998,0.706166807,,,0.325,Y:\experiments\inject_I0_all_open\full_eval\epoch_0040\summary.json,,,,,,,,
micro04_hf1p5_macro,60,G:\GitHub\Latent_Style\Cycle-NCE\micro04_hf1p5_macro\full_eval\epoch_0060_tokenized\summary.json,2026/3/16 19:13,0.684730968,0.727733966,0.523084913,314.5450928,490.6866933,0.351666667,0.677441965,0.695078665,314.5450928,490.6866933,0.166666667,G:\GitHub\Latent_Style\Cycle-NCE\micro04_hf1p5_macro\full_eval\epoch_0060_tokenized\summary.json,,,,,,,,
exp2-large-patches,80,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0080\summary.json,2026/3/12 11:46,0.684630335,0.679852746,0.564432063,,,0.4,0.682119652,0.626695456,,,0.408333333,G:\GitHub\Latent_Style\Cycle-NCE\exp2-large-patches\full_eval\epoch_0080\summary.json,,,,,,,,
