epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,15.329756860733033,0.033117009960114956,0.074712268486619,0.0,0.017872851660195012,0.0,1.7169901895523072,0.0,0.0,0.0,1.0,0.0002,29.661583423614502
