epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,stroke_gram,color_moment,push,delta_tv,style_spatial_tv,nce,semigroup,semigroup_samples,train_num_steps,train_step_size,train_style_strength,heavy_loss_slot_id,path_teacher_active,path_cycle_active,path_stroke_active,path_nce_active,path_semigroup_active,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_semigroup_eff,transfer_ratio,lr,data_time_sec,compute_time_sec,epoch_time_sec
1,4.475443363189697,0.0,0.0,0.0,0.0,0.0,0.2349003404378891,0.24295911192893982,0.02979259565472603,0.20926408469676971,0.0,0.051416508853435516,0.0,0.0,0.0,0.0,2.0,1.1357307434082031,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.0002,0.404544499982876,40.71517769999264,41.12354016304016
2,3.7781569957733154,0.0,0.0,0.0,0.0,0.0,0.4219479262828827,0.5830408930778503,0.025976840406656265,0.1475738137960434,0.0,0.139540895819664,0.0,0.0,0.0,0.0,2.0,1.1466675996780396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019981253920068581,0.39153219999934663,31.16337289998046,31.557080030441284
3,3.5005435943603516,0.0,0.0,0.0,0.0,0.0,0.5235382318496704,0.8725864291191101,0.022504709661006927,0.13850973546504974,0.0,0.22336825728416443,0.0,0.0,0.0,0.0,2.0,1.1552815437316895,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.0001992508966248754,0.3856489999961923,31.143731799988018,31.53076982498169
4,3.4159200191497803,0.0,0.0,0.0,0.0,0.0,0.5590000152587891,0.994306206703186,0.02096007950603962,0.1398458033800125,0.0,0.2619240880012512,0.0,0.0,0.0,0.0,2.0,1.1403316259384155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019831728881922545,0.3876261999976123,31.12971360001029,31.51872754096985
5,3.41678524017334,0.0,0.0,0.0,0.0,0.0,0.56577467918396,1.0246297121047974,0.02064235880970955,0.14221876859664917,0.0,0.2719813287258148,0.0,0.0,0.0,0.0,2.0,1.1612355709075928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019701540030721995,0.3877645000175107,31.14043120000497,31.529688835144043
6,3.3236069679260254,0.0,0.0,0.0,0.0,0.0,0.571459174156189,1.0462344884872437,0.020090028643608093,0.135830357670784,0.0,0.27987971901893616,0.0,0.0,0.0,0.0,2.0,1.1501083374023438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019535036904803958,0.38823210000191466,31.130856500003574,31.520522594451904
7,3.316697120666504,0.0,0.0,0.0,0.0,0.0,0.5719128251075745,1.0585745573043823,0.01989692449569702,0.1366632729768753,0.0,0.2850682735443115,0.0,0.0,0.0,0.0,2.0,1.1696559190750122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019332876615938386,0.3910957999905804,31.14243739997619,31.53489089012146
8,3.3196046352386475,0.0,0.0,0.0,0.0,0.0,0.578492283821106,1.0773053169250488,0.019744528457522392,0.13787201046943665,0.0,0.29222601652145386,0.0,0.0,0.0,0.0,2.0,1.1564760208129883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019095856998427185,0.38028119998489274,31.18499600000723,31.566622972488403
9,3.2712819576263428,0.0,0.0,0.0,0.0,0.0,0.5744364857673645,1.0777891874313354,0.019518708810210228,0.13445518910884857,0.0,0.2929016351699829,0.0,0.0,0.0,0.0,2.0,1.136383295059204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.000188249134604167,0.38838339999711025,31.137555900000734,31.52763319015503
10,3.310596227645874,0.0,0.0,0.0,0.0,0.0,0.5753897428512573,1.086942195892334,0.019544029608368874,0.13871625065803528,0.0,0.2971821129322052,0.0,0.0,0.0,0.0,2.0,1.1642720699310303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00018521115292269142,0.3873303000036685,31.11387190000096,31.502975463867188
