epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_idt_eff,lr,epoch_time_sec
1,10.00839316368103,0.00645188401453197,0.2799473115801811,0.00560909412568435,0.24962890625,0.0,0.0,0.0,0.0,0.0,0.0002,5.643380641937256
2,8.243516521453857,0.005818897988647222,0.22668759152293205,0.000662402156740427,0.24968994140625,0.0,0.0,0.0,0.0,0.0,0.0001999531232347445,0.9247181415557861
3,7.101604652404785,0.004905946883372963,0.1899782109260559,0.0008264766715001315,0.24605712890625,0.0,0.0,0.0,0.0,0.0,0.00019981253920068581,0.9405767917633057
4,5.919887008666993,0.004770380482077599,0.16003149181604384,0.010775173355359585,0.13051513671875,0.0,0.0,0.0,0.0,0.0,0.0001995783866372926,0.9039645195007324
5,4.761864910125732,0.00404467255808413,0.14222223028540612,0.005262221237644553,0.0431982421875,0.0,0.0,0.0,0.0,0.0,0.0001992508966248754,0.9064950942993164
6,4.632724771499634,0.003936759172938764,0.1448403987288475,0.0029134413367137312,0.0164013671875,0.0,0.0,0.0,0.0,0.0,0.0001988303923565381,0.9174001216888428
7,4.410520968437194,0.004260854823514819,0.13887651324272154,0.0023557463590987027,0.0091455078125,0.0,0.0,0.0,0.0,0.0,0.00019831728881922545,0.9181690216064453
8,3.6553804159164427,0.0036187282600440083,0.1158873726427555,0.0013739287271164358,0.0057958984375,0.0,0.0,0.0,0.0,0.0,0.00019771209238418101,0.9351859092712402
9,3.4234857606887816,0.003540331914555281,0.10885844342410564,0.0008324067841749638,0.00531005859375,0.0,0.0,0.0,0.0,0.0,0.00019701540030721995,0.9191379547119141
10,3.604768075942993,0.003543310009408742,0.11502274014055729,0.0007363582425750792,0.00513916015625,0.0,0.0,0.0,0.0,0.0,0.0001962279001393096,0.9088912010192871
11,3.2747048115730286,0.0037006267067044973,0.10402589082717896,0.0005892453552223742,0.00504638671875,0.0,0.0,0.0,0.0,0.0,0.00019535036904803958,0.950636625289917
12,3.279713191986084,0.0033962148102000354,0.1044417230784893,0.000651281297323294,0.00500732421875,0.0,0.0,0.0,0.0,0.0,0.0001943836730506514,0.9245007038116455
13,3.3508439302444457,0.0037245296919718386,0.10652203612029552,0.0006128646322758869,0.00501220703125,0.0,0.0,0.0,0.0,0.0,0.00019332876615938386,0.9137246608734131
14,3.3460811829566954,0.0036512436624616383,0.10640866160392762,0.0006281526834936812,0.005087890625,0.0,0.0,0.0,0.0,0.0,0.00019218668943997818,0.9141905307769775
15,3.005393738746643,0.003353797201998532,0.09554481029510498,0.0004454103228636086,0.0050146484375,0.0,0.0,0.0,0.0,0.0,0.00019095856998427185,0.9263496398925781
16,3.1667699646949767,0.0034459109022282066,0.10088409662246704,0.0003960629506036639,0.00499755859375,0.0,0.0,0.0,0.0,0.0,0.00018964561979789495,0.9422028064727783
17,2.93451526761055,0.0034500709071289748,0.09314376696944236,0.0003900042892200872,0.005,0.0,0.0,0.0,0.0,0.0,0.00018824913460416704,0.9566135406494141
