epoch,loss,flow,kinetic_energy,low_freq_anchor,ot_cost,terminal_swd,color,patch_nce,cycle,repulsive,semantic_attn_mean,semantic_k_abs,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,velocity_max,endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,8.067046165466309,0.0,0.24500620365142822,0.0,8.125,0.0,0.0,0.0,0.0,0.2042885273694992,1.0,0.3757934868335724,0.5878275632858276,2.715789556503296,7.517037391662598,0.0002,3.2304999000261887,21.286176800029352,4.107728200011479,0.3498271999997087,25.74373220004054,50.48445796966553,10260,203.23086376731828
