epoch,loss,code,code_pred_norm,code_ref_norm,cycle,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,3.4991205847263336,0.04802569316700101,18.083287685513497,17.9378108471632,0.0,0.016235177878988906,3.247035572230816,0.05345589687116444,0.0010961359614157118,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,33.43825936317444
2,0.5283372041583061,0.031198002845048905,21.897587566375734,21.887183170318604,0.0,0.0019329939014278352,0.3865987794101238,0.024072210108861326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001997071467046472,25.128270864486694
3,0.3442299646139145,0.02737730974331498,28.02211932182312,28.02228699684143,0.0,0.001146335155062843,0.22926703065633774,0.01641550277825445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019883039235653812,23.69345474243164
4,0.29371999263763426,0.026635483652353287,32.34472393989563,32.34947490692139,0.0,0.0009462843145593069,0.18925686232745648,0.01227833996526897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001973751424377793,25.04387402534485
5,3.0542812609672545,0.03890492239035666,34.80095539093018,34.818522129058834,0.7025954249501228,0.0009910447619040496,0.1982089525461197,0.006103691144380719,0.0,6.335606536865234,0.0,0.5,0.375,0.0,1.0,0.0001953503690480396,41.70344161987305
6,5.7278287005424495,0.06241211580112577,41.830254611968996,41.88016357421875,0.6735641920566559,0.0009692233463283629,0.19384466879069806,0.00427485235966742,0.0,6.21951171875,0.0,1.0,0.75,0.0,1.0,0.00019276855558857225,42.97611427307129
7,8.285811867713928,0.11538496134802699,52.78957885742187,52.89853885650635,0.6268593326210976,0.002305857035389636,0.46117140516638755,0.006363803322892636,0.0,5.800416870117187,0.0,1.5,1.125,0.0,1.0,0.00018964561979789495,41.60809326171875
8,9.460197014808655,0.11210595205426216,51.4329390335083,51.50787239074707,0.5879250070452691,0.004803569038631395,0.9607138052582741,0.012910195062868297,0.0,4.640996627807617,0.0,2.0,1.5,0.0,1.0,0.00018600081561363877,42.285902976989746
9,10.597119698524475,0.1454065704345703,57.494720401763914,57.619579029083255,0.5253629338741302,0.006963774228934199,1.3927548456192016,0.01603582927957177,0.0,3.958755302429199,0.0,2.5,1.875,0.0,1.0,0.00018185661446562003,41.80011749267578
10,11.439414129257202,0.17947626028209926,56.967801837921144,57.24378385543823,0.4549974021315575,0.009977645690087229,1.995529135465622,0.02077154238708317,0.0,3.3328537559509277,0.0,3.0,2.25,0.0,1.0,0.00017723856673200296,41.46150088310242
11,11.656842617988586,0.18057208258658647,46.742339763641354,47.008057746887204,0.34923218727111816,0.012446548212319613,2.489309642314911,0.02535893674939871,0.0,2.8010614013671873,0.0,3.5,2.625,0.0,1.0,0.00017217514421272203,41.59697771072388
12,11.40064251422882,0.12579110503196717,41.858892364501955,41.993409881591795,0.22830426156520844,0.01323322522919625,2.646645040512085,0.02816148809157312,0.0,2.4690280532836915,0.0,4.0,3.0,0.0,1.0,0.0001666975645913675,43.118276834487915
13,10.508161578178406,0.09632906323298812,38.214354362487796,38.281349925994874,0.16075716365128756,0.01301463392097503,2.6029267847537993,0.03069629356265068,0.0,2.303942127227783,0.0,4.0,3.0,0.0,1.0,0.00016083959896778498,41.43956780433655
14,9.960383520126342,0.08883667092770338,35.9346422958374,35.9887946510315,0.11966219771653414,0.012904196265153586,2.5808392453193663,0.032920303279533984,0.0,2.1895149421691893,0.0,4.0,3.0,0.0,1.0,0.00015463736364801516,41.47090768814087
15,9.539647250175475,0.08322518460452556,33.82112585067749,33.881054668426515,0.1006575545668602,0.012789739393629134,2.557947874069214,0.034875025916844604,0.0,2.086547837257385,0.0,4.0,3.0,0.0,1.0,0.00014812909747525697,41.63732099533081
16,9.072757391929626,0.07775223674252629,32.518769063949584,32.56757384300232,0.08582173090428113,0.012786612128838897,2.5573224329948427,0.03578660812228918,0.0,1.9557727098464965,0.0,4.0,3.0,0.0,1.0,0.00014135492607468357,43.198293924331665
