experiment_id,epoch,source_file,updated_at,clip_style,clip_content,content_lpips,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
freq_01_conservative_baseline,40,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0040\summary.json,2026-04-05 18:18:05,0.6649188372691472,0.8676488525066668,0.32710487547999995,0.6649188372691472,0.8676488525066668,0.32710487547999995,,,0.0,0.6320234590272108,0.86699720625,0.32803240536666667,,,0.0,0.585518050690492,0.8703927860833333,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0040\summary.json
freq_01_conservative_baseline_distill_epochs200_tokenized,40,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json,2026-04-05 18:22:11,0.6642735050916672,0.8699075148533332,0.3230642145733333,0.6642735050916672,0.8699075148533332,0.3230642145733333,,,0.0,0.6310706881185373,0.8695100081833333,0.32366119066666665,,,0.0,0.5830512419342995,0.8737600486666668,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json
freq_01_conservative_baseline,80,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0080\summary.json,2026-04-05 18:23:49,0.6688347668647766,0.8670852100266666,0.3313472365333333,0.6688347668647766,0.8670852100266666,0.3313472365333333,,,0.0,0.6370028289159139,0.8663141454833333,0.33284857406666657,,,0.0,0.5945370912551879,0.8622150476666667,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0080\summary.json
freq_01_conservative_baseline_distill_epochs200_tokenized,80,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0080_tokenized_distill_epochs200\summary.json,2026-04-05 18:27:55,0.6676437379519146,0.86875121128,0.32790370816,0.6676437379519146,0.86875121128,0.32790370816,,,0.0,0.6355537818868955,0.8681335878499998,0.3288191872,,,0.0,0.5922987076143423,0.8650512400833332,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_01_conservative_baseline\full_eval\epoch_0080_tokenized_distill_epochs200\summary.json
freq_02_brush_frenzy,40,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0040\summary.json,2026-04-05 18:29:34,0.6651740754048029,0.87056470784,0.3276851964133333,0.6651740754048029,0.87056470784,0.3276851964133333,,,0.0,0.6319656606018543,0.8699639108666666,0.32855788830000004,,,0.0,0.5830237870415051,0.8693795775833333,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0040\summary.json
freq_02_brush_frenzy_distill_epochs200_tokenized,40,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json,2026-04-05 18:33:40,0.6649916036526362,0.8730051906666667,0.32317377326666663,0.6649916036526362,0.8730051906666667,0.32317377326666663,,,0.0,0.6314280632634959,0.8726313303500002,0.3237576457166667,,,0.0,0.5804666029910247,0.8728980058333333,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json
freq_02_brush_frenzy,80,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0080\summary.json,2026-04-05 18:35:18,0.6673946937719981,0.8677991589333334,0.32579390317333334,0.6673946937719981,0.8677991589333334,0.32579390317333334,,,0.0,0.6351145743330321,0.8668786874833334,0.3269149290000001,,,0.0,0.592347302287817,0.8620074576666668,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0080\summary.json
freq_02_brush_frenzy_distill_epochs200_tokenized,80,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0080_tokenized_distill_epochs200\summary.json,2026-04-05 18:39:24,0.6668813721338909,0.87031804228,0.3220530309866667,0.6668813721338909,0.87031804228,0.3220530309866667,,,0.0,0.6338176547487576,0.8693943629499998,0.32274939886666665,,,0.0,0.5901152573525905,0.8654367730833333,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_02_brush_frenzy\full_eval\epoch_0080_tokenized_distill_epochs200\summary.json
freq_03_large_view_awareness,40,I:\Github\Latent_Style\Cycle-NCE\freq\freq_03_large_view_awareness\full_eval\epoch_0040\summary.json,2026-04-05 18:41:02,0.6656337945063909,0.86789117428,0.32459504641333337,0.6656337945063909,0.86789117428,0.32459504641333337,,,0.0,0.6330040291448433,0.8674516733666667,0.3253899085333333,,,0.0,0.5852660949031512,0.8664817226666667,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_03_large_view_awareness\full_eval\epoch_0040\summary.json
freq_03_large_view_awareness_distill_epochs200_tokenized,40,I:\Github\Latent_Style\Cycle-NCE\freq\freq_03_large_view_awareness\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json,2026-04-05 18:45:13,0.6650786936283112,0.87049765188,0.32080712328,0.6650786936283112,0.87049765188,0.32080712328,,,0.0,0.6321597435077031,0.8703759984833332,0.32130954310000004,,,0.0,0.5829287168880304,0.8705992336666667,,,0.0,I:\Github\Latent_Style\Cycle-NCE\freq\freq_03_large_view_awareness\full_eval\epoch_0040_tokenized_distill_epochs200\summary.json
