experiment_id,epoch,source_file,updated_at,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
p_1_5_9_15_hf_1p0,30,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0030\summary.json,2026-03-30 21:33:45,0.6792502154906592,0.8641821497733333,0.3951518242133333,,,0.25866666666666666,0.6473108914991219,0.8594297569,0.40487641129999996,,,0.08333333333333333,0.6164029769599437,0.8419215228333332,,,0.10833333333333332,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0030\summary.json
p_1_5_9_15_hf_1p0_distill_epochs200_tokenized,30,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json,2026-03-30 21:36:34,0.6823632339636485,0.8755806924666666,0.36593839665333333,,,0.2773333333333333,0.648929549853007,0.8716553362000001,0.3762477100833333,,,0.12,0.61780430773894,0.8586533785833332,,,0.025,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json
p_1_5_9_15_hf_1p0,60,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0060\summary.json,2026-03-30 21:36:58,0.6878323948780697,0.8434491707199999,0.42821837006666674,,,0.288,0.6585392683247725,0.8368620508,0.4422766862833333,,,0.12333333333333334,0.6283777279158433,0.8162585518333334,,,0.15,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0060\summary.json
p_1_5_9_15_hf_1p0_distill_epochs200_tokenized,60,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0060_tokenized_distill_epochs200\summary.json,2026-03-30 21:39:45,0.69260708796978,0.8533592298933332,0.3971546590533334,,,0.32400000000000007,0.6621233741939068,0.8471613792833335,0.41175633163333336,,,0.17833333333333332,0.6308161333203316,0.8326066125,,,0.075,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_1p0\full_eval\epoch_0060_tokenized_distill_epochs200\summary.json
p_1_5_9_15_hf_3p0,30,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_3p0\full_eval\epoch_0030\summary.json,2026-03-30 21:40:10,0.6850016297101975,0.8290550328799999,0.44429475504000004,,,0.26533333333333337,0.6565068726241587,0.8215655474,0.4582930936666667,,,0.09,0.6283025515576204,0.8064163666666666,,,0.11666666666666667,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_3p0\full_eval\epoch_0030\summary.json
p_1_5_9_15_hf_3p0_distill_epochs200_tokenized,30,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_3p0\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json,2026-03-30 21:42:56,0.6879014242887497,0.8404762022933333,0.41791889532000004,,,0.3,0.6578128103911876,0.8334606144000001,0.43190927588333333,,,0.16333333333333333,0.6216112976272901,0.8229489869166667,,,0.025,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_3p0\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json
p_1_5_9_15_hf_off,30,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0030\summary.json,2026-03-30 21:43:21,0.6824721760749816,0.8561001270399999,0.40798566554666665,,,0.28,0.6512813821434975,0.8514391344166666,0.41733341558333337,,,0.11499999999999999,0.614130404839913,0.83452992925,,,0.15,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0030\summary.json
p_1_5_9_15_hf_off_distill_epochs200_tokenized,30,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json,2026-03-30 21:46:08,0.6878816206455229,0.8636544299066667,0.37822590108,,,0.30933333333333335,0.6559997283418972,0.8592013039999999,0.3893344780833333,,,0.16,0.6191070574025312,0.8533348704166666,,,0.06666666666666667,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json
p_1_5_9_15_hf_off,60,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0060\summary.json,2026-03-30 21:46:32,0.689572216629982,0.82929673604,0.44446153728,,,0.28933333333333333,0.66145761474967,0.8226367828166667,0.4585182727,,,0.13,0.6320336836079756,0.80786100075,,,0.15833333333333333,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0060\summary.json
p_1_5_9_15_hf_off_distill_epochs200_tokenized,60,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0060_tokenized_distill_epochs200\summary.json,2026-03-30 21:49:19,0.6955558167695999,0.8368937192666667,0.4149271399733333,,,0.324,0.6663385471204917,0.8299091790999998,0.4297401736833333,,,0.18,0.6367334832747777,0.8201662773333334,,,0.075,G:\GitHub\Latent_Style\Cycle-NCE\hf\p_1_5_9_15_hf_off\full_eval\epoch_0060_tokenized_distill_epochs200\summary.json
