experiment_id,epoch,source_file,updated_at,clip_style,clip_content,content_lpips,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
42_A01_Macro_Only_LR3e4,30,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030\summary.json,2026-04-02 10:32:31,0.6765370622078578,0.88225108388,0.32237076558666666,0.6765370622078578,0.88225108388,0.32237076558666666,,,0.0,0.6419670784970125,0.8818201094499999,0.3226524055333333,,,0.0,0.6057005748152733,0.8573390749166667,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030\summary.json
42_A01_Macro_Only_LR3e4_distill_epochs200_tokenized,30,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json,2026-04-02 10:36:45,0.6756892842849096,0.8828903740133334,0.32119759436,0.6756892842849096,0.8828903740133334,0.32119759436,,,0.0,0.6410440684854986,0.8826457143166666,0.32140643265,,,0.0,0.604183305054903,0.8597637089166666,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0030_tokenized_distill_epochs200\summary.json
42_A01_Macro_Only_LR3e4,60,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060\summary.json,2026-04-02 10:38:13,0.6795232828060785,0.8786396384799998,0.32632076697333334,0.6795232828060785,0.8786396384799998,0.32632076697333334,,,0.0,0.6455393744011719,0.8782506038500001,0.32660772131666665,,,0.0,0.6115280414621036,0.8487673370000001,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\exp\42\42_A01_Macro_Only_LR3e4\full_eval\epoch_0060\summary.json
abl_naive_skip,40,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\summary_history.json,2026-03-19 02:58:12,0.6984118814269701,,0.5939234347166668,0.6984118814269701,,0.5939234347166668,326.3586000823424,526.6445349326287,0.0,0.6984118814269701,,0.5939234347166668,326.3586000823424,526.6445349326287,0.0,0.6844559326767921,,326.3586000823424,526.6445349326287,0.0,..\abl_naive_skip\full_eval\epoch_0040\summary.json
abl_naive_skip,80,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_naive_skip\full_eval\summary_history.json,2026-03-19 02:58:12,0.7061084746321042,,0.6041445840999999,0.7061084746321042,,0.6041445840999999,330.40558159636475,538.0465795216367,0.0,0.7061084746321042,,0.6041445840999999,330.40558159636475,538.0465795216367,0.0,0.6851516380906105,,330.40558159636475,538.0465795216367,0.0,..\abl_naive_skip\full_eval\epoch_0080\summary.json
abl_no_adagn,40,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_adagn\full_eval\summary_history.json,2026-03-19 00:48:24,0.6855056300759316,,0.5233671737666666,0.6855056300759316,,0.5233671737666666,304.94378127062987,475.6556875205735,0.0,0.6855056300759316,,0.5233671737666666,304.94378127062987,475.6556875205735,0.0,0.6670174951354663,,304.94378127062987,475.6556875205735,0.0,..\abl_no_adagn\full_eval\epoch_0040\summary.json
abl_no_adagn,80,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_adagn\full_eval\summary_history.json,2026-03-19 00:48:24,0.6973906821012498,,0.54147574105,0.6973906821012498,,0.54147574105,312.5094776422771,492.04662608023506,0.0,0.6973906821012498,,0.54147574105,312.5094776422771,492.04662608023506,0.0,0.6866014535228411,,312.5094776422771,492.04662608023506,0.0,..\abl_no_adagn\full_eval\epoch_0080\summary.json
abl_no_residual,40,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_residual\full_eval\summary_history.json,2026-03-19 05:07:57,0.6285932735105356,,0.2966944365333334,0.6285932735105356,,0.2966944365333334,286.4353868093478,372.4162687477615,0.0,0.6285932735105356,,0.2966944365333334,286.4353868093478,372.4162687477615,0.0,0.5788888116677602,,286.4353868093478,372.4162687477615,0.0,..\abl_no_residual\full_eval\epoch_0040\summary.json
abl_no_residual,80,G:\GitHub\Latent_Style\Cycle-NCE\exp\abl_no_residual\full_eval\summary_history.json,2026-03-19 05:07:57,0.6285974740982055,,0.2965136992433333,0.6285974740982055,,0.2965136992433333,286.488500279911,372.43986726483,0.0,0.6285974740982055,,0.2965136992433333,286.488500279911,372.43986726483,0.0,0.5794123634696007,,286.488500279911,372.43986726483,0.0,..\abl_no_residual\full_eval\epoch_0080\summary.json
ca_pram_final_10_dim96_tok128,80,G:\GitHub\Latent_Style\Cycle-NCE\exp\ca_pram\ca_pram_final_10_dim96_tok128\full_eval\summary_history.json,2026-03-28 21:33:06,0.6341389179726442,,0.0,0.6341389179726442,,0.0,297.2138610839844,305.6891209557136,0.03,0.6341389179726442,,0.0,297.2138610839844,305.6891209557136,0.03,0.5956288466850916,,297.1773223876953,318.50434985949585,0.016666666666666666,..\ca_pram_final_10_dim96_tok128\full_eval\epoch_0080\summary.json
