mode,snr,mean_intra,mean_inter,median_intra,median_inter,num_intra_pairs,num_inter_pairs
latent_swd_patch_3_25,1.3110666739066346,0.21926875842202986,0.28747596179600804,0.20772243291139603,0.26381388306617737,140,640
pixel_tree_swd_patch_3_25,1.215280524690991,0.5863490513392857,0.7125785827636719,0.53515625,0.676025390625,140,640
latent_tree_swd_patch_3_25,1.164042148712841,1.274609375,1.4836990356445312,1.23681640625,1.451416015625,140,640
latent_gram,1.1215959482213327,0.16650907487076308,0.1867559037171304,0.14826615899801254,0.17051942646503448,140,640
pixel_gram,1.095084895794866,0.08743015694885474,0.09574344431166537,0.08698969706892967,0.09214737266302109,140,640
pixel_swd_patch_3_25,1.085403378837433,0.1056845288324569,0.11471034468559083,0.10322045162320137,0.10721010714769363,140,640
