src_style,tgt_style,src_image,gen_image,content_lpips,style_lpips,clip_dir,clip_style,clip_content,pred_style,class_correct
Hayao,Hayao,0.jpg,Hayao_0_to_Hayao.jpg,0.0021819957,0.7646274566650391,0.08415902405977249,0.8650062680244446,0.9980813,N/A,N/A
Hayao,cezanne,0.jpg,Hayao_0_to_cezanne.jpg,0.4259102,0.8013213872909546,0.46704989671707153,0.5685679316520691,0.738724,N/A,N/A
Hayao,monet,0.jpg,Hayao_0_to_monet.jpg,0.43393868,0.8106951713562012,0.45948460698127747,0.5458415150642395,0.76248044,N/A,N/A
Hayao,photo,0.jpg,Hayao_0_to_photo.jpg,0.4285462,0.8467319011688232,0.5615047216415405,0.6894755959510803,0.78498197,N/A,N/A
Hayao,vangogh,0.jpg,Hayao_0_to_vangogh.jpg,0.43371227,0.7968398928642273,0.5390150547027588,0.6326085329055786,0.68983775,N/A,N/A
Hayao,Hayao,1000.jpg,Hayao_1000_to_Hayao.jpg,0.003191204,0.7456204295158386,0.04940881207585335,0.8662935495376587,0.9976907,N/A,N/A
Hayao,cezanne,1000.jpg,Hayao_1000_to_cezanne.jpg,0.4537931,0.7723025679588318,0.4691188931465149,0.5578289031982422,0.74662864,N/A,N/A
Hayao,monet,1000.jpg,Hayao_1000_to_monet.jpg,0.42912534,0.7919577956199646,0.37098878622055054,0.48316890001296997,0.84163827,N/A,N/A
Hayao,photo,1000.jpg,Hayao_1000_to_photo.jpg,0.41776884,0.8189314007759094,0.5638500452041626,0.6445057392120361,0.8080238,N/A,N/A
Hayao,vangogh,1000.jpg,Hayao_1000_to_vangogh.jpg,0.42507306,0.7856380939483643,0.48973774909973145,0.603161096572876,0.760351,N/A,N/A
Hayao,Hayao,1001.jpg,Hayao_1001_to_Hayao.jpg,0.0023570736,0.7298858761787415,-0.10847847908735275,0.8831571340560913,0.99961007,N/A,N/A
Hayao,cezanne,1001.jpg,Hayao_1001_to_cezanne.jpg,0.48402092,0.7538350820541382,0.4947788417339325,0.5846691131591797,0.72942615,N/A,N/A
Hayao,monet,1001.jpg,Hayao_1001_to_monet.jpg,0.47174847,0.7668591141700745,0.276142954826355,0.41144558787345886,0.7897501,N/A,N/A
Hayao,photo,1001.jpg,Hayao_1001_to_photo.jpg,0.47878563,0.7763611078262329,0.4181291460990906,0.5307759642601013,0.79214585,N/A,N/A
Hayao,vangogh,1001.jpg,Hayao_1001_to_vangogh.jpg,0.47917968,0.8088623285293579,0.47748544812202454,0.6030039191246033,0.76430595,N/A,N/A
Hayao,Hayao,1006.jpg,Hayao_1006_to_Hayao.jpg,0.00257842,0.7352359890937805,0.2088472694158554,0.8836148977279663,0.99941385,N/A,N/A
Hayao,cezanne,1006.jpg,Hayao_1006_to_cezanne.jpg,0.4657958,0.741810142993927,0.49504372477531433,0.5485827922821045,0.7098903,N/A,N/A
Hayao,monet,1006.jpg,Hayao_1006_to_monet.jpg,0.4710704,0.7717219591140747,0.46643710136413574,0.4678132236003876,0.66688794,N/A,N/A
Hayao,photo,1006.jpg,Hayao_1006_to_photo.jpg,0.4354356,0.7810114026069641,0.4670226275920868,0.541328489780426,0.7813856,N/A,N/A
Hayao,vangogh,1006.jpg,Hayao_1006_to_vangogh.jpg,0.45324975,0.783435583114624,0.4774736166000366,0.5759528875350952,0.7618229,N/A,N/A
Hayao,Hayao,1007.jpg,Hayao_1007_to_Hayao.jpg,0.0027708823,0.7422534823417664,0.1079394668340683,0.8557826280593872,0.99829227,N/A,N/A
Hayao,cezanne,1007.jpg,Hayao_1007_to_cezanne.jpg,0.4202876,0.7717937231063843,0.5915892124176025,0.6203028559684753,0.67258906,N/A,N/A
Hayao,monet,1007.jpg,Hayao_1007_to_monet.jpg,0.40629,0.7905838489532471,0.459900438785553,0.499482125043869,0.72522146,N/A,N/A
Hayao,photo,1007.jpg,Hayao_1007_to_photo.jpg,0.38421884,0.8277263045310974,0.6893604397773743,0.7083841562271118,0.61029446,N/A,N/A
