experiment,epoch,checkpoint,margin_mean,margin_pos_rate,diversity_lpips_across_styles_mean,identity_mse_latent_mean,content_lpips_mean,edge_sobel_l1_mean,hf_ratio_mean,patch_consistency_var_mean,delta_margin_mean,identity_degradation_ratio,delta_hf_ratio_pct,delta_diversity_lpips,is_effective,noise_shortcut,structure_break
E0_no_swd,1,G:\GitHub\Latent_Style\Thermal\unet_lite\epoch_0100.pt,-0.216376680880785,0.25,0.0032268076805242645,0.3793155401945114,0.02038425684440881,0.14171058014035226,0.002267353166826069,1.4588850604013714e-05,,,,,,,
E1_p2,1,G:\GitHub\Latent_Style\Thermal\unet_lite\epoch_0100.pt,-0.216376680880785,0.25,0.0032268076805242645,0.3793155401945114,0.02038425684440881,0.14171058014035226,0.002267353166826069,1.4588850604013714e-05,0.0,0.0,0.0,0.0,False,False,False
