epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,stroke_gram,color_moment,push,delta_tv,style_spatial_tv,nce,semigroup,semigroup_samples,train_num_steps,train_step_size,train_style_strength,heavy_loss_slot_id,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_semigroup_eff,transfer_ratio,lr,data_time_sec,compute_time_sec,epoch_time_sec
1,1.0203343629837036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010344432666897774,0.11279968172311783,0.0,0.012132051400840282,0.08070629090070724,0.0,0.0,0.0,1.4301074743270874,0.9612160325050354,0.9257593750953674,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00015,0.6302143280045129,199.73165542903735,217.44435930252075
