epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,stroke_gram,color_moment,push,delta_tv,style_spatial_tv,nce,semigroup,semigroup_samples,train_num_steps,train_step_size,train_style_strength,heavy_loss_slot_id,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_semigroup_eff,transfer_ratio,lr,data_time_sec,compute_time_sec,epoch_time_sec
1,0.9967771107183638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010192212911563055,0.10899151453087406,0.0,0.033656469058065165,0.07760185084395832,0.0,0.0,0.0,1.4879032258064515,0.9679149886773478,0.9282683867119974,1.9959677419354838,0.0,0.0,0.0,0.0,0.0,1.0,0.0001,0.5725124719465384,128.21878441199806,140.60806512832642
